amount,time_of_day,location_risk,transaction_type
8.59,7,0.074,WITHDRAWAL
3.72,16,0.167,WITHDRAWAL
26.92,9,0.057,PAYMENT
67.91,7,0.215,WITHDRAWAL
78.87,18,0.152,WITHDRAWAL
105.69,17,0.313,TRANSFER
158.34,13,0.209,WITHDRAWAL
1.32,17,0.375,PURCHASE
178.02,8,0.247,PAYMENT
39.95,14,0.625,PAYMENT
21.72,12,0.227,TRANSFER
11.29,11,0.138,PURCHASE
20.24,10,0.323,PAYMENT
50.17,10,0.068,PURCHASE
161.15,21,0.147,PAYMENT
348.13,20,0.178,PURCHASE
13.36,22,0.318,PAYMENT
86.02,11,0.188,TRANSFER
78.04,19,0.341,TRANSFER
171.99,18,0.242,PAYMENT
40.71,15,0.667,WITHDRAWAL
19.92,17,0.667,TRANSFER
171.75,14,0.452,TRANSFER
157.62,14,0.157,PURCHASE
14.8,8,0.493,PAYMENT
55.1,8,0.338,TRANSFER
28.94,13,0.091,TRANSFER
20.2,13,0.327,TRANSFER
2134.85,9,0.421,WITHDRAWAL
139.18,16,0.662,WITHDRAWAL
12.2,12,0.068,PAYMENT
464.08,13,0.874,WITHDRAWAL
13.11,12,0.075,WITHDRAWAL
103.71,11,0.225,TRANSFER
136.86,15,0.252,PAYMENT
174.03,11,0.279,WITHDRAWAL
42.15,17,0.246,WITHDRAWAL
256.45,12,0.428,TRANSFER
22.77,9,0.098,WITHDRAWAL
50.99,9,0.138,WITHDRAWAL
327.29,9,0.294,PURCHASE
210.33,15,0.295,PURCHASE
8.35,7,0.63,PAYMENT
32.02,18,0.153,PURCHASE
47.29,13,0.189,PAYMENT
256.36,9,0.318,PAYMENT
209.25,11,0.14,WITHDRAWAL
60.29,22,0.201,PAYMENT
62.08,12,0.21,PURCHASE
212.1,11,0.187,PURCHASE
83.07,7,0.504,PURCHASE
27.31,21,0.107,WITHDRAWAL
27.1,11,0.384,PURCHASE
44.96,14,0.381,TRANSFER
45.65,18,0.406,WITHDRAWAL
165.17,20,0.588,PURCHASE
19.7,12,0.39,PURCHASE
21.52,11,0.339,PAYMENT
123.99,16,0.14,TRANSFER
268.0,7,0.075,TRANSFER
202.26,19,0.343,PURCHASE
186.73,9,0.598,PURCHASE
22.11,14,0.22,TRANSFER
12.83,11,0.204,TRANSFER
321.91,15,0.309,PURCHASE
5.35,21,0.196,TRANSFER
40.48,19,0.449,TRANSFER
553.07,15,0.205,WITHDRAWAL
37.71,7,0.13,TRANSFER
20.42,17,0.302,PURCHASE
33.51,13,0.225,WITHDRAWAL
545.03,14,0.32,PAYMENT
38.12,12,0.192,PURCHASE
9.2,15,0.026,TRANSFER
37.45,19,0.31,TRANSFER
80.93,21,0.069,PAYMENT
84.2,15,0.069,PAYMENT
5.11,14,0.25,PURCHASE
55.52,7,0.196,TRANSFER
162.55,17,0.379,WITHDRAWAL
26.52,15,0.283,PAYMENT
139.23,15,0.527,PAYMENT
31.76,11,0.388,PAYMENT
77.22,12,0.664,PAYMENT
462.54,9,0.7,PURCHASE
4.17,17,0.237,WITHDRAWAL
143.0,10,0.258,TRANSFER
125.81,17,0.137,TRANSFER
6.05,8,0.615,PAYMENT
305.69,16,0.438,PURCHASE
46.1,18,0.194,WITHDRAWAL
6.61,18,0.489,PAYMENT
25.6,8,0.092,PAYMENT
8.76,16,0.191,WITHDRAWAL
369.05,7,0.577,PAYMENT
382.0,16,0.475,TRANSFER
126.97,17,0.845,PAYMENT
251.18,8,0.023,PAYMENT
37.32,13,0.164,TRANSFER
26.48,14,0.245,WITHDRAWAL
1081.25,9,0.131,PURCHASE
6.66,7,0.416,WITHDRAWAL
120.18,15,0.285,PURCHASE
239.61,12,0.056,PURCHASE
64.75,7,0.084,PAYMENT
29.29,14,0.052,PAYMENT
555.94,21,0.229,PAYMENT
21.01,11,0.137,TRANSFER
29.71,16,0.298,PURCHASE
23.91,14,0.145,PAYMENT
12.54,13,0.389,PAYMENT
109.14,19,0.078,WITHDRAWAL
152.85,14,0.239,TRANSFER
29.31,19,0.534,PAYMENT
17.79,15,0.538,PURCHASE
35.1,14,0.053,TRANSFER
13.75,18,0.259,PAYMENT
34.63,12,0.448,PAYMENT
59.49,17,0.187,PAYMENT
20.26,12,0.436,PURCHASE
176.73,13,0.161,PURCHASE
5.44,13,0.327,WITHDRAWAL
24.35,9,0.219,PAYMENT
32.01,12,0.373,WITHDRAWAL
86.6,8,0.38,WITHDRAWAL
42.79,16,0.266,PURCHASE
520.54,15,0.177,PURCHASE
20.11,10,0.206,PURCHASE
38.43,17,0.549,PAYMENT
82.01,8,0.225,PURCHASE
114.99,13,0.186,PURCHASE
1680.88,8,0.21,PURCHASE
100.25,13,0.403,PURCHASE
12.85,17,0.179,PAYMENT
1.84,15,0.094,WITHDRAWAL
7.06,13,0.143,PURCHASE
709.52,19,0.085,PAYMENT
2.26,13,0.187,PURCHASE
502.13,7,0.2,TRANSFER
3.91,11,0.274,TRANSFER
27.46,16,0.295,PURCHASE
37.24,21,0.424,WITHDRAWAL
36.81,20,0.181,TRANSFER
398.18,10,0.158,TRANSFER
131.21,10,0.439,WITHDRAWAL
68.24,10,0.352,WITHDRAWAL
6.55,13,0.156,PURCHASE
28.39,8,0.346,WITHDRAWAL
40.67,11,0.035,TRANSFER
6.12,8,0.333,PAYMENT
47.37,7,0.348,PURCHASE
81.46,10,0.18,TRANSFER
2.7,10,0.164,PAYMENT
50.9,18,0.24,PURCHASE
195.12,7,0.35,TRANSFER
39.8,21,0.418,PAYMENT
10.69,19,0.136,PURCHASE
17.78,10,0.021,TRANSFER
2.91,13,0.124,PURCHASE
158.33,9,0.534,PAYMENT
45.99,13,0.496,TRANSFER
10.38,14,0.149,WITHDRAWAL
74.2,12,0.623,TRANSFER
84.98,7,0.226,PAYMENT
25.25,22,0.248,WITHDRAWAL
196.57,13,0.172,PURCHASE
6.84,17,0.379,PURCHASE
21.18,15,0.201,PAYMENT
6.65,22,0.446,PAYMENT
71.26,7,0.262,PURCHASE
7.82,20,0.222,WITHDRAWAL
122.46,14,0.167,TRANSFER
19.2,15,0.108,WITHDRAWAL
49.71,14,0.267,TRANSFER
499.29,13,0.203,TRANSFER
8.01,21,0.703,PURCHASE
86.43,21,0.388,WITHDRAWAL
220.22,16,0.197,WITHDRAWAL
30.72,18,0.163,PAYMENT
4.49,13,0.078,TRANSFER
8.05,16,0.036,WITHDRAWAL
15.72,7,0.156,TRANSFER
10.55,21,0.331,PAYMENT
15.79,15,0.239,PURCHASE
23.84,14,0.343,TRANSFER
66.02,13,0.238,WITHDRAWAL
50.78,14,0.03,PURCHASE
126.85,7,0.553,WITHDRAWAL
27.04,12,0.175,PAYMENT
11.91,11,0.233,PURCHASE
473.91,8,0.287,TRANSFER
15.63,9,0.478,TRANSFER
22.6,17,0.607,PAYMENT
34.1,21,0.227,PURCHASE
89.91,12,0.407,TRANSFER
247.26,13,0.438,WITHDRAWAL
52.87,16,0.13,WITHDRAWAL
3505.04,16,0.61,PAYMENT
102.06,9,0.254,TRANSFER
12.56,8,0.599,PAYMENT
279.92,15,0.14,TRANSFER
7.84,8,0.35,TRANSFER
4.18,7,0.357,PURCHASE
388.08,9,0.513,WITHDRAWAL
29.75,9,0.219,TRANSFER
12.34,9,0.302,PURCHASE
74.84,9,0.351,WITHDRAWAL
262.79,9,0.154,TRANSFER
12.13,10,0.412,TRANSFER
30.15,13,0.41,TRANSFER
25.44,8,0.062,PAYMENT
946.72,12,0.363,PAYMENT
26.64,16,0.459,TRANSFER
6.55,15,0.282,WITHDRAWAL
64.66,9,0.264,WITHDRAWAL
78.65,17,0.33,PURCHASE
11.42,10,0.145,TRANSFER
17.75,7,0.184,TRANSFER
99.77,11,0.18,PURCHASE
30.51,12,0.443,PURCHASE
64.07,9,0.589,PAYMENT
50.58,10,0.226,TRANSFER
3.19,9,0.27,WITHDRAWAL
39.86,8,0.274,PURCHASE
43.49,15,0.19,PURCHASE
17.42,8,0.492,PURCHASE
14.72,17,0.387,PURCHASE
5.22,11,0.236,WITHDRAWAL
17.11,11,0.49,PAYMENT
134.8,17,0.041,PAYMENT
74.16,12,0.421,PAYMENT
92.12,7,0.058,PAYMENT
147.18,13,0.616,TRANSFER
100.28,7,0.514,PAYMENT
113.78,10,0.275,TRANSFER
1.01,15,0.364,PAYMENT
24.41,17,0.242,PAYMENT
13.35,21,0.121,PURCHASE
29.31,16,0.031,PURCHASE
498.74,14,0.09,TRANSFER
220.05,12,0.176,PAYMENT
12.98,9,0.205,WITHDRAWAL
143.15,12,0.469,TRANSFER
128.22,15,0.679,PURCHASE
38.1,15,0.617,WITHDRAWAL
19.2,15,0.199,WITHDRAWAL
40.24,16,0.504,PAYMENT
11.0,21,0.23,PURCHASE
13.15,13,0.232,PURCHASE
90.83,19,0.397,TRANSFER
4.24,10,0.064,WITHDRAWAL
1.97,12,0.341,PAYMENT
1330.02,20,0.101,TRANSFER
3.02,14,0.295,TRANSFER
25.2,9,0.541,WITHDRAWAL
43.89,13,0.153,TRANSFER
656.29,14,0.389,WITHDRAWAL
397.58,17,0.096,PURCHASE
164.87,12,0.085,PURCHASE
142.95,12,0.297,TRANSFER
133.14,17,0.501,WITHDRAWAL
40.91,13,0.504,TRANSFER
8.82,11,0.294,PAYMENT
53.12,7,0.23,PAYMENT
74.87,18,0.488,PAYMENT
23.21,7,0.178,PAYMENT
1280.79,21,0.222,PAYMENT
265.05,17,0.064,PAYMENT
74.66,11,0.195,WITHDRAWAL
214.5,21,0.459,PURCHASE
18.37,12,0.277,PAYMENT
97.15,14,0.09,PAYMENT
32.48,7,0.308,TRANSFER
40.32,8,0.388,PURCHASE
12.97,9,0.069,PURCHASE
179.06,11,0.517,PURCHASE
6.02,9,0.053,WITHDRAWAL
176.03,20,0.357,WITHDRAWAL
26.22,9,0.03,TRANSFER
1132.19,10,0.474,TRANSFER
246.56,10,0.634,PURCHASE
10.29,9,0.137,PURCHASE
22.26,8,0.279,WITHDRAWAL
23.2,21,0.296,TRANSFER
9.39,8,0.467,PAYMENT
48.51,15,0.039,PURCHASE
108.99,8,0.394,PAYMENT
278.47,7,0.399,PAYMENT
2472.68,8,0.186,PURCHASE
248.38,7,0.538,WITHDRAWAL
329.06,22,0.071,TRANSFER
